id	rate
00000	4
01001	9.400000000000002
01003	11.5
01005	13.300000000000006
01007	11.900000000000002
01011	14.5
01013	12.199999999999994
01015	11.400000000000038
01019	11.699999999999998
01025	12.599999999999996
01027	14.400000000000004
01031	11.899999999999993
01033	10.600000000000016
01035	14.699999999999992
01039	12.29999999999999
01041	12.799999999999999
01043	14.100000000000003
01045	11.5
01047	12.100000000000014
01051	9.300000000000006
01053	15.5
01055	12.0
01057	11.900000000000004
01059	16.39999999999999
01061	15.699999999999994
01063	12.1
01065	12.1
01069	11.699999999999939
01071	13.8
01073	11.299999999999931
01077	11.200000000000026
01079	13.599999999999996
01081	11.5
01083	12.100000000000012
01089	10.300000000000066
01091	10.800000000000006
01093	13.0
01095	15.5
01097	13.0
01099	14.199999999999994
01101	12.19999999999994
01103	13.700000000000028
01107	12.5
01109	13.800000000000006
01111	13.7
01113	11.3
01117	8.399999999999986
01119	12.5
01121	11.200000000000015
01123	12.0
01125	9.799999999999978
01127	12.79999999999999
01133	12.599999999999996
02020	13.599999999999952
02050	24.600000000000005
02090	14.100000000000007
02110	14.300000000000004
04001	17.5
04003	10.7
04005	14.599999999999978
04007	13.600000000000007
04009	11.599999999999996
04013	12.5
04015	14.0
04017	15.600000000000014
04019	12.199999999999884
04021	12.599999999999996
04025	13.200000000000012
04027	17.40000000000005
05001	10.5
05005	10.0
05007	11.400000000000002
05009	10.39999999999999
05027	11.0
05031	10.599999999999953
05033	12.099999999999996
05043	10.300000000000004
05045	8.899999999999986
05051	12.90000000000005
05055	8.899999999999993
05057	13.099999999999996
05059	9.0
05063	10.700000000000019
05069	8.899999999999986
05071	15.0
05093	9.5
05103	8.400000000000004
05107	9.599999999999996
05113	13.599999999999998
05115	12.200000000000005
05119	10.0
05121	10.599999999999998
05125	8.199999999999992
05131	13.0
05139	11.0
05143	13.400000000000055
05145	10.900000000000002
05149	16.10000000000001
06001	6.0
06005	6.900000000000004
06007	8.099999999999952
06013	6.5
06015	8.099999999999996
06017	6.199999999999998
06019	10.800000000000086
06023	8.899999999999984
06025	10.600000000000014
06029	9.699999999999948
06031	8.899999999999986
06037	12.5
06039	13.0
06041	6.200000000000013
06045	12.0
06047	10.100000000000016
06053	11.900000000000052
06055	8.5
06057	8.100000000000009
06059	10.0
06061	5.39999999999999
06065	10.899999999999832
06067	7.199999999999899
06069	10.300000000000004
06071	9.699999999999887
06073	9.5
06075	6.30000000000007
06077	8.599999999999946
06079	8.0
06081	5.700000000000026
06083	12.199999999999937
06085	5.900000000000001
06087	7.79999999999998
06089	8.599999999999962
06095	6.0
06097	8.700000000000031
06099	8.5
06101	11.0
06103	9.199999999999994
06107	11.199999999999992
06109	7.199999999999997
06111	9.90000000000004
06113	7.5
06115	9.400000000000006
08001	12.59999999999994
08003	12.900000000000004
08005	9.400000000000055
08013	7.299999999999976
08014	4.800000000000003
08029	11.399999999999999
08031	12.09999999999994
08035	3.5
08037	14.0
08041	8.099999999999952
08043	9.599999999999998
08045	16.0
08059	7.0
08067	10.199999999999992
08069	7.0
08075	11.099999999999996
08077	10.79999999999997
08085	13.199999999999994
08087	12.599999999999996
08089	12.4
08101	9.099999999999975
08107	8.099999999999998
08117	11.900000000000002
08123	8.399999999999984
09001	9.199999999999882
09003	5.800000000000088
09005	5.600000000000012
09007	4.5
09009	7.0
09011	5.5
09013	4.199999999999995
09015	6.0
10001	6.899999999999984
10003	6.099999999999957
10005	9.400000000000045
12001	12.600000000000078
12003	11.799999999999999
12005	13.800000000000049
12009	13.5
12011	16.5
12015	16.8000000000001
12017	14.900000000000057
12019	11.900000000000036
12021	23.19999999999989
12023	12.5
12031	13.200000000000225
12033	12.699999999999893
12035	15.799999999999976
12045	14.300000000000002
12053	15.599999999999941
12055	18.30000000000004
12061	19.400000000000023
12063	13.699999999999992
12069	14.399999999999958
12071	19.89999999999978
12073	11.400000000000054
12075	17.4
12081	18.100000000000055
12083	16.600000000000044
12085	16.699999999999953
12086	21.20000000000051
12087	20.0
12089	12.100000000000003
12091	12.599999999999948
12093	23.90000000000001
12095	15.700000000000145
12097	17.599999999999948
12099	17.200000000000404
12101	14.0
12103	14.299999999999788
12105	15.399999999999853
12107	17.20000000000002
12113	11.700000000000024
12115	15.899999999999844
12117	11.899999999999984
12119	12.0
12123	14.699999999999996
12127	15.5
12131	17.40000000000001
13001	19.199999999999996
13009	14.5
13013	17.10000000000001
13015	16.200000000000017
13017	16.800000000000004
13019	19.1
13021	15.399999999999988
13031	17.90000000000001
13033	15.900000000000002
13039	12.5
13045	16.5
13047	13.399999999999993
13051	15.39999999999996
13055	17.899999999999984
13057	13.799999999999986
13059	18.400000000000034
13063	18.90000000000002
13067	14.600000000000016
13069	20.29999999999998
13071	24.09999999999999
13075	18.8
13077	12.600000000000014
13081	15.0
13087	18.39999999999999
13089	16.899999999999928
13091	16.199999999999996
13095	16.799999999999986
13097	15.200000000000017
13105	18.0
13107	15.800000000000006
13109	19.699999999999996
13111	20.100000000000005
13113	11.0
13115	17.599999999999937
13117	10.5
13119	18.5
13121	14.0
13123	22.39999999999999
13127	17.29999999999997
13129	19.399999999999984
13131	22.300000000000008
13135	17.80000000000008
13137	20.3
13139	21.30000000000008
13151	12.79999999999998
13153	12.59999999999997
13157	15.800000000000004
13163	19.099999999999998
13175	14.799999999999981
13185	16.79999999999997
13187	19.0
13189	15.599999999999996
13213	19.900000000000002
13215	13.5
13217	15.100000000000016
13223	12.600000000000007
13227	16.399999999999988
13235	17.5
13245	14.399999999999947
13247	16.099999999999998
13253	15.900000000000004
13255	15.5
13257	15.300000000000008
13261	16.300000000000008
13275	16.0
13277	19.5
13279	19.200000000000017
13285	14.5
13291	17.10000000000001
13293	16.200000000000006
13297	14.0
13299	17.299999999999976
13303	14.5
13305	16.100000000000012
13313	22.29999999999999
15001	5.899999999999995
15003	4.40000000000003
15007	5.2
15009	5.400000000000003
16001	9.5
16005	11.5
16019	11.599999999999987
16027	15.700000000000019
16055	11.599999999999975
16065	9.099999999999998
16069	11.200000000000005
16083	15.0
17001	5.600000000000013
17005	6.0
17011	6.400000000000002
17019	6.599999999999984
17027	4.700000000000001
17029	6.199999999999993
17031	10.599999999999081
17037	7.0
17043	5.900000000000023
17049	4.699999999999994
17057	6.5
17063	4.899999999999999
17075	7.5
17077	7.399999999999986
17081	5.700000000000002
17083	4.900000000000002
17089	10.0
17091	7.099999999999999
17095	6.0
17097	8.09999999999994
17099	6.5
17103	5.5
17105	5.700000000000002
17109	6.8000000000000025
17111	6.0
17113	4.700000000000007
17115	5.9
17119	5.599999999999995
17121	6.399999999999992
17137	5.300000000000004
17143	5.799999999999991
17159	5.699999999999999
17161	6.399999999999994
17165	6.099999999999997
17167	5.0
17173	6.0
17177	5.899999999999995
17179	4.400000000000003
17183	6.199999999999993
17195	6.3999999999999915
17197	6.0
17199	5.5
17201	7.199999999999992
18003	12.0
18005	10.200000000000019
18011	7.400000000000004
18017	14.699999999999994
18019	10.700000000000028
18027	16.8
18029	8.5
18033	10.099999999999996
18035	11.0
18037	9.899999999999986
18039	16.19999999999998
18041	12.199999999999994
18043	8.799999999999974
18053	10.60000000000001
18057	6.3999999999999915
18059	7.599999999999997
18063	7.600000000000016
18065	10.699999999999994
18067	9.70000000000002
18069	10.800000000000006
18071	11.300000000000008
18077	10.60000000000001
18081	9.5
18083	10.799999999999983
18085	12.600000000000009
18089	11.60000000000017
18091	10.900000000000023
18095	10.599999999999977
18097	13.700000000000259
18099	13.600000000000003
18105	12.299999999999976
18107	13.0
18109	9.899999999999999
18113	11.900000000000002
18127	8.700000000000022
18145	10.600000000000009
18149	12.5
18157	12.599999999999957
18163	9.800000000000058
18167	11.099999999999957
18173	7.6999999999999975
18177	12.400000000000016
18179	9.099999999999996
18183	9.8
19013	6.4000000000000075
19027	4.900000000000002
19033	4.8
19041	5.400000000000004
19045	4.699999999999996
19057	5.3999999999999915
19059	5.0
19061	4.700000000000007
19099	5.0
19103	6.400000000000037
19111	5.400000000000003
19113	4.600000000000016
19127	8.699999999999994
19139	6.599999999999997
19153	5.699999999999975
19155	5.899999999999987
19157	5.799999999999998
19163	5.0
19169	5.0
19179	8.600000000000005
19187	5.800000000000005
19193	8.299999999999976
20009	12.800000000000002
20011	10.600000000000001
20015	8.60000000000001
20021	11.299999999999999
20031	7.700000000000002
20035	11.099999999999996
20037	10.899999999999993
20045	9.799999999999992
20051	9.100000000000012
20055	17.5
20057	18.89999999999999
20059	8.099999999999998
20061	8.599999999999998
20079	10.300000000000006
20091	6.099999999999948
20099	10.199999999999994
20103	6.5
20113	8.099999999999998
20121	7.099999999999999
20125	11.800000000000006
20129	13.8
20151	10.599999999999998
20155	10.0
20161	8.8
20169	11.0
20173	13.5
20175	19.399999999999995
20177	9.199999999999985
20191	9.4
